,User_id,Sessions,Page_views,Location,Has_viewed_pricing,Has_viewed_faqs,Has_converted
162,724842,1,12,Madrid,True,False,0
163,780273,18,270,Paris,False,True,1
164,275113,18,252,Paris,True,True,0
165,620574,19,114,Paris,True,True,1
166,641494,11,88,Amsterdam,False,False,0
167,643147,13,429,London,False,True,1
168,743616,19,95,London,True,True,0
169,245006,2,14,Amsterdam,False,False,1
170,340642,8,272,London,True,True,1
171,245570,8,208,London,False,False,1
172,995945,1,32,Madrid,False,True,1
173,758886,3,51,Madrid,True,True,1
174,983523,5,100,Paris,True,False,0
175,380268,2,10,Berlin,False,False,0
176,753281,16,224,Paris,False,False,1
177,930190,13,286,Berlin,True,True,1
178,982148,6,162,Amsterdam,False,False,1
179,113428,6,258,Berlin,True,True,1
180,498888,9,279,Amsterdam,False,False,1
181,435928,1,19,Paris,False,True,1
182,504028,12,348,Paris,False,False,0
183,301165,1,14,Madrid,True,False,1
184,824377,5,105,Berlin,True,True,1
185,291561,7,301,Berlin,True,False,1
186,269079,2,92,Paris,False,True,0
187,794229,5,120,Madrid,False,True,1
188,517831,14,476,London,True,True,1
189,420743,7,315,Amsterdam,True,False,1
190,305243,2,26,Berlin,True,True,1
191,655562,1,7,Madrid,True,True,0
192,405497,7,126,Madrid,True,True,1
193,485172,19,190,London,False,True,1
194,688232,15,645,Paris,True,False,1
195,617227,4,24,Madrid,False,False,1
196,701069,11,374,Madrid,False,True,1
197,465172,17,731,Berlin,True,True,1
198,766833,10,360,Madrid,True,True,0
199,461453,18,252,Madrid,False,False,1
200,295369,18,846,Amsterdam,True,True,1
201,947758,6,12,Madrid,False,False,1
202,256650,16,336,Madrid,False,False,1
203,944425,17,391,Madrid,True,False,1
204,503198,3,87,Amsterdam,False,True,0
205,132190,7,112,Berlin,False,True,1
206,877726,9,441,London,True,False,1
207,714509,10,190,Amsterdam,False,True,0
208,811413,7,315,Paris,True,True,0
209,813219,2,60,Paris,False,False,0
210,250781,10,70,Paris,True,False,0
211,289804,15,195,Amsterdam,False,False,1
212,648962,3,54,Berlin,True,False,0
213,526573,4,128,London,True,False,1
214,267817,9,243,Amsterdam,False,True,0
215,653018,18,594,Madrid,True,True,1
216,463318,9,81,Paris,True,False,1
217,410573,6,42,Paris,False,False,0
218,421856,4,12,Amsterdam,False,False,1
219,432220,1,5,Berlin,False,False,1
220,869115,9,396,Amsterdam,False,False,0
221,804283,15,495,Berlin,True,False,1
222,458707,5,80,Madrid,False,True,0
223,656354,10,410,London,False,False,1
224,133570,11,77,London,True,True,0
225,291229,3,72,London,False,False,1
226,855451,9,81,Berlin,True,True,0
227,323629,5,245,Madrid,False,False,0
228,134513,19,323,London,False,True,0
229,970860,11,484,Paris,False,True,1
230,719624,11,55,Amsterdam,False,True,0
231,823761,8,176,Madrid,True,True,1
232,636043,18,288,Madrid,False,True,0
233,548897,18,432,Berlin,True,False,1
234,197099,7,168,Madrid,True,True,0
235,731433,2,10,Amsterdam,True,False,1
236,166606,16,240,Berlin,False,False,1
237,562980,8,384,Paris,True,True,0
238,312275,10,410,Madrid,True,False,0
239,239100,3,6,London,True,False,1
240,954653,19,494,Madrid,False,True,1
241,497483,9,153,London,False,True,0
242,880261,19,152,Amsterdam,True,True,1
243,583369,1,45,Paris,False,False,1
244,661851,1,9,Paris,False,True,0
245,149418,19,304,Amsterdam,True,True,0
246,757604,3,129,Madrid,True,False,1
247,602939,1,5,Berlin,True,False,0
248,893581,1,2,London,True,False,0
249,386538,11,297,Madrid,False,True,0
250,877176,2,8,Paris,False,False,1
251,440819,13,299,Berlin,True,False,0
252,146102,19,228,Paris,True,False,1
253,257404,15,330,Amsterdam,True,True,1
254,849243,11,44,London,True,True,1
255,893313,14,490,Amsterdam,True,True,1
256,931293,19,380,Amsterdam,True,False,1
257,364211,7,252,Amsterdam,True,False,1
258,631056,16,64,Berlin,True,True,0
259,659147,15,585,London,False,True,0
260,916935,1,20,Berlin,True,False,0
261,576354,15,330,Amsterdam,True,False,1
262,665642,2,6,Amsterdam,True,False,0
263,538324,2,90,Amsterdam,False,False,0
264,422076,1,7,Paris,True,True,0
265,594482,8,48,Berlin,False,True,0
266,968597,14,252,Amsterdam,True,True,0
267,715577,4,112,London,True,False,1
268,405781,3,126,Paris,True,True,0
269,590420,2,18,Madrid,True,True,1
270,976979,10,350,Paris,False,True,1
271,569872,15,300,Amsterdam,True,True,0
272,142132,5,180,Berlin,True,False,1
273,864421,11,506,Amsterdam,False,True,0
274,794604,5,85,Amsterdam,False,False,1
275,626345,7,336,Paris,True,False,1
276,349835,4,64,Amsterdam,True,False,1
277,460923,1,18,Paris,False,True,1
278,218362,8,72,Madrid,True,True,0
279,705771,5,200,Berlin,True,True,1
280,155243,6,258,Paris,True,False,1
281,955345,9,135,Paris,False,False,1
282,160418,19,266,London,True,False,0
283,962774,17,153,Madrid,True,False,1
284,620297,18,306,Berlin,False,True,1
285,362696,16,720,Amsterdam,True,True,0
286,143965,10,450,London,True,True,0
287,849216,12,504,Paris,False,False,1
288,455091,14,476,Amsterdam,False,False,0
289,709154,19,874,London,False,True,1
290,372287,6,186,Paris,True,False,0
291,300452,1,4,Amsterdam,False,True,0
292,469938,14,238,Berlin,False,True,1
293,641736,3,120,Madrid,True,False,1
294,113583,1,35,Berlin,False,True,1
295,948576,13,572,Amsterdam,True,False,1
296,302039,8,96,London,False,False,1
297,737779,17,102,Madrid,False,True,1
298,170521,5,50,London,True,False,1
299,245560,10,290,Berlin,False,True,1
300,124905,14,644,Amsterdam,True,True,0
301,378264,6,138,Paris,False,True,1
302,528982,5,45,Paris,False,False,0
303,274032,3,96,Amsterdam,False,False,0
304,579016,13,104,Berlin,False,False,0
305,465376,5,40,Paris,True,False,1
306,391598,17,153,Amsterdam,True,True,1
307,711782,7,238,Berlin,False,True,1
308,292369,8,296,Amsterdam,True,True,0
309,561841,18,468,London,True,False,1
310,128522,17,782,Madrid,True,False,1
311,204839,6,96,Paris,True,True,0
312,404230,5,150,Paris,True,True,0
313,919558,6,144,Berlin,True,True,0
314,936148,12,60,London,True,False,0
315,768851,3,21,Berlin,True,False,0
316,144543,4,80,London,False,True,0
317,342453,13,338,Madrid,True,False,1
318,467415,8,224,Paris,False,True,1
319,256313,8,384,Madrid,True,True,1
320,168026,3,120,Madrid,False,True,1
321,329934,14,448,Madrid,False,False,1
322,106235,18,198,Berlin,True,False,0
323,212653,18,738,Madrid,True,False,0
324,666417,7,119,Berlin,True,True,1
325,392822,18,738,Madrid,False,False,1
326,666474,1,11,Amsterdam,True,True,0
327,123762,4,136,Amsterdam,True,False,0
328,513986,5,225,Madrid,False,False,0
329,742249,14,378,London,False,False,1
330,764458,11,88,Madrid,True,True,0
331,827358,8,128,Berlin,True,True,0
332,820374,4,56,Berlin,True,False,1
333,539551,1,44,Amsterdam,True,False,1
334,802329,14,406,Berlin,True,False,0
335,598859,18,162,London,True,True,1
336,438035,5,235,Paris,True,False,1
337,631796,19,513,Paris,True,True,1
338,133461,8,240,Paris,False,False,1
339,132213,1,21,Madrid,True,False,0
340,175797,5,110,London,True,False,1
341,547490,13,494,Paris,True,True,1
342,859432,14,280,Paris,False,False,1
343,631589,1,25,London,False,False,0
344,783079,7,301,Berlin,False,False,1
345,973164,11,143,Berlin,False,True,0
346,388281,8,32,Berlin,True,True,0
347,197125,14,308,Paris,False,True,1
348,619246,10,20,Paris,False,True,0
349,761281,11,253,Berlin,False,True,1
350,935874,3,24,London,True,True,0
351,983032,16,352,Amsterdam,False,False,0
352,950025,17,306,London,True,False,0
353,500082,11,473,Amsterdam,True,False,1
354,174422,12,48,Madrid,False,True,1
355,906976,17,680,Berlin,True,True,1
356,932527,8,184,Madrid,False,False,1
357,426026,13,195,Madrid,True,False,1
358,960537,12,180,Madrid,False,True,1
359,745098,15,195,Madrid,True,False,1
360,334439,11,275,London,True,False,1
361,499253,11,33,Madrid,False,True,1
362,894998,9,72,Berlin,False,False,0
363,836971,1,7,London,False,True,0
364,469733,1,7,Madrid,True,False,1
365,417133,10,470,Paris,False,True,1
366,734231,3,6,Amsterdam,False,False,1
367,227394,4,120,Paris,False,False,1
368,783851,10,270,Paris,True,True,1
369,973749,14,686,Paris,False,False,1
370,378636,17,561,Berlin,True,True,1
371,775380,15,225,London,True,False,1
372,648635,6,144,Amsterdam,False,True,1
373,369640,7,182,Berlin,True,True,1
374,805920,10,390,Paris,True,False,1
375,701032,17,697,Madrid,False,True,1
376,966478,3,69,London,True,True,0
377,331370,19,665,Berlin,True,False,1
378,784869,4,144,Madrid,False,True,1
379,170014,17,578,Madrid,True,True,1
380,520198,17,595,Amsterdam,False,True,1
381,690368,17,510,Paris,False,True,1
382,724416,8,352,Paris,True,False,1
383,739675,8,136,Berlin,True,True,1
384,682979,11,231,Madrid,False,False,1
385,895949,18,828,Madrid,True,False,0
386,236482,2,30,Berlin,False,True,1
387,708447,15,645,Berlin,True,True,0
388,332794,16,160,London,True,True,1
389,541153,13,533,Berlin,True,False,1
390,197592,11,187,Amsterdam,False,True,1
391,842048,5,110,London,True,True,0
392,388880,18,396,Amsterdam,True,False,1
393,350045,11,341,Amsterdam,True,True,0
394,296239,10,440,London,False,True,1
395,978346,7,280,Amsterdam,False,True,1
396,509737,19,247,Amsterdam,False,False,0
397,183863,10,280,Paris,True,True,1
398,547299,13,390,London,True,True,0
399,299325,19,152,Paris,True,True,1
400,288583,8,48,Madrid,False,False,1
401,498620,17,799,Amsterdam,False,True,1
402,704927,11,440,Berlin,True,False,1
403,238440,12,480,Madrid,False,False,1
404,134568,18,630,London,True,False,0
405,985113,8,104,Berlin,False,False,0
406,405131,5,210,Paris,False,True,0
407,704495,10,70,London,False,False,0
408,744182,4,84,Berlin,True,False,1
409,137590,8,296,London,True,False,0
410,506106,6,240,London,True,False,0
411,606032,9,297,Amsterdam,False,False,1
412,694918,7,154,London,False,True,0
413,204811,14,350,London,True,True,1
414,331047,12,576,Berlin,False,True,1
415,725409,19,589,Berlin,True,False,1
416,210612,1,11,Berlin,True,False,1
417,596396,6,168,Paris,True,True,0
418,139496,18,306,Madrid,False,False,1
419,860725,18,774,London,False,False,1
420,961321,5,35,Madrid,True,True,0
421,942431,13,442,Madrid,False,False,1
422,106714,19,627,Amsterdam,False,False,1
423,919120,17,731,Paris,False,False,1
424,748601,8,304,Berlin,True,True,1
425,992134,1,4,Paris,False,False,1
426,804458,11,253,Paris,False,True,1
427,723589,18,792,Amsterdam,False,True,1
428,742205,16,448,London,True,True,1
429,324953,3,144,Paris,False,False,1
430,718714,11,330,Berlin,True,False,0
431,985670,3,63,Madrid,True,True,0
432,415666,1,26,Paris,False,False,0
433,762656,12,192,Paris,False,True,1
434,214237,13,637,Paris,False,False,1
435,204540,18,306,Madrid,False,False,0
436,120741,11,66,Paris,True,True,0
437,571677,18,882,Paris,False,True,1
438,946282,13,390,Paris,True,False,1
439,130399,13,247,Berlin,True,True,0
440,121039,4,176,Madrid,True,True,1
441,243819,4,20,Paris,True,True,0
442,625942,5,220,Amsterdam,False,True,0
443,847496,19,646,Berlin,False,True,0
444,424295,16,112,Amsterdam,False,True,1
445,755789,11,77,Paris,False,False,1
446,466160,5,70,London,False,True,1
447,177052,13,455,Madrid,False,True,1
448,830201,2,20,Madrid,False,True,0
449,363100,10,220,London,False,True,1
450,423872,7,126,Madrid,False,True,1
451,124940,14,602,Paris,False,False,1
452,874002,8,168,London,True,True,0
453,176631,12,312,Paris,False,True,1
454,606666,10,320,London,True,False,1
455,519721,3,9,Paris,False,False,1
456,412639,17,765,London,True,True,1
457,400559,17,561,Amsterdam,True,True,1
458,497071,15,150,Madrid,False,False,0
459,274646,11,242,Madrid,False,False,1
460,176146,3,108,London,False,False,1
461,964566,14,448,Paris,False,True,1
462,636514,15,285,Paris,False,False,1
463,386419,3,120,Paris,True,False,0
464,564487,13,611,Berlin,True,True,1
465,146117,18,774,Paris,False,True,1
466,157108,10,370,Berlin,False,True,0
467,983120,12,216,Berlin,False,False,0
468,451966,5,25,Madrid,False,False,0
469,970110,15,315,Berlin,False,False,1
470,911877,5,70,London,True,True,1
471,235768,8,72,Paris,False,False,0
472,714491,11,286,Amsterdam,False,False,1
473,125159,1,38,Amsterdam,False,True,1
474,800827,14,490,Amsterdam,True,False,1
475,346432,17,306,London,False,True,1
476,686984,11,363,Berlin,False,True,1
477,694066,15,180,London,True,True,1
478,112421,9,45,Berlin,True,False,0
479,343718,7,49,Madrid,False,True,1
480,741404,18,342,Paris,False,False,0
481,618495,17,408,Madrid,False,True,1
482,815883,19,323,Madrid,True,True,0
483,265108,7,266,Paris,False,False,1
484,307157,5,55,Berlin,False,False,1
485,744863,17,34,Berlin,True,False,0
486,834975,17,425,Paris,True,False,1
487,421712,19,171,Berlin,True,False,0
488,514126,18,432,Amsterdam,False,True,1
489,389803,6,114,London,True,False,0
490,860564,11,198,London,True,True,0
491,515633,11,66,Madrid,True,False,0
492,467182,9,153,London,True,False,1
493,135924,9,189,Berlin,False,True,1
494,858958,6,12,London,False,True,1
495,846820,12,192,Amsterdam,True,False,1
496,704486,1,5,Amsterdam,True,False,0
497,146190,1,11,Berlin,False,False,0
498,183067,2,88,Amsterdam,False,True,0
499,893303,17,272,Paris,False,False,1
500,623773,6,30,Amsterdam,False,True,1
501,233069,16,160,Amsterdam,True,True,0
502,404462,9,72,Paris,True,False,1
503,905209,7,329,Paris,False,False,1
504,714429,11,55,Paris,True,True,0
505,230558,3,90,Paris,True,True,1
506,389299,1,34,Amsterdam,True,False,0
507,247003,10,110,Berlin,True,False,1
508,504925,7,189,Berlin,True,False,1
509,842823,12,72,Madrid,False,False,0
510,537618,3,147,Amsterdam,False,False,1
511,214552,13,533,London,True,True,0
512,336685,16,272,Madrid,False,False,0
513,176398,17,153,Amsterdam,False,True,1
514,401820,6,264,London,False,False,1
515,181269,8,120,Amsterdam,False,False,0
516,392962,16,240,Paris,False,True,1
517,753291,6,234,London,True,True,1
518,264117,18,702,London,True,True,1
519,892055,6,162,Madrid,False,False,1
520,869843,2,84,Paris,False,True,0
521,276348,17,170,Berlin,False,True,1
522,403070,5,105,Amsterdam,False,False,0
523,885973,19,57,Madrid,True,True,1
524,889971,14,532,Paris,True,True,1
525,111827,19,304,Berlin,False,False,1
526,401667,3,48,Amsterdam,False,False,0
527,677810,7,168,Berlin,True,False,1
528,193756,2,18,Berlin,True,True,1
529,845158,11,506,London,True,True,1
530,833961,1,7,Paris,True,True,1
531,198076,15,180,Madrid,True,False,1
532,107831,3,48,Paris,False,False,1
533,552274,13,598,Madrid,True,True,0
534,617369,8,336,Paris,True,True,1
535,980752,16,608,Paris,False,False,1
536,575380,18,162,Paris,True,True,1
537,485996,6,294,London,True,False,0
538,940750,18,558,Amsterdam,False,False,0
539,351163,15,240,Berlin,False,False,1
540,712897,19,874,Berlin,True,True,1
541,634757,12,408,Paris,True,True,1
542,415885,9,396,Paris,False,True,1
543,371050,9,36,London,True,True,1
544,559494,9,441,Paris,False,True,1
545,151671,18,612,Berlin,True,False,0
546,449332,5,105,London,False,False,1
547,406008,5,110,Madrid,False,True,1
548,429392,8,88,Paris,True,True,1
549,988130,5,45,Madrid,False,False,0
550,835168,17,272,Madrid,True,True,1
551,637077,13,26,London,False,True,0
552,120536,18,396,Madrid,False,True,1
553,730057,3,63,Madrid,True,False,1
554,590721,11,429,Berlin,True,False,1
555,105451,3,18,London,False,True,1
556,654835,15,30,Berlin,True,True,1
557,725578,1,25,Paris,True,False,1
558,972010,1,14,Paris,True,False,0
559,114296,1,28,Madrid,False,True,1
560,478053,8,88,Berlin,True,False,1
561,273552,13,637,Amsterdam,True,True,1
562,620753,15,705,Amsterdam,False,True,1
563,184190,6,156,Berlin,True,False,0
564,528482,1,21,Paris,True,False,1
565,822146,5,155,Paris,False,False,0
566,842130,8,40,Berlin,False,True,0
567,184819,16,192,Madrid,True,True,1
568,715093,2,66,London,False,False,1
569,366287,11,407,Berlin,True,True,0
570,145243,12,384,Madrid,False,False,0
571,701842,10,370,London,True,False,1
572,811976,12,228,Berlin,False,True,0
573,922618,17,442,Paris,True,False,1
574,964906,7,175,Amsterdam,False,False,1
575,817697,5,70,Amsterdam,True,True,1
576,798708,11,77,Madrid,True,False,0
577,551277,19,836,Berlin,True,False,1
578,839411,11,495,London,False,False,1
579,120952,4,124,Paris,True,True,1
580,129732,19,665,Berlin,True,True,1
581,722971,10,40,Berlin,False,False,1
582,242074,19,95,Berlin,True,False,1
583,924161,3,144,Amsterdam,False,True,0
584,817463,4,64,Madrid,True,True,0
585,597648,8,272,Paris,False,False,0
586,692913,8,136,Paris,True,False,1
587,396147,9,72,Berlin,True,True,0
588,291381,2,68,Berlin,True,True,1
589,200709,13,91,Berlin,False,False,1
590,762012,14,686,Madrid,False,True,1
591,338624,15,375,Amsterdam,True,False,1
592,807569,6,54,London,False,True,1
593,203383,5,100,Madrid,False,True,1
594,657388,14,294,Amsterdam,False,False,0
595,282465,15,645,Berlin,False,False,1
596,540339,19,437,Madrid,False,True,1
597,252109,9,225,Paris,True,False,0
598,204867,13,182,Amsterdam,False,False,1
599,429729,11,297,London,True,False,1
600,404317,6,66,Amsterdam,True,False,1
601,857147,19,304,Berlin,False,True,1
602,533206,9,90,Berlin,True,True,1
603,931756,8,208,Berlin,False,False,1
604,962460,7,119,Berlin,True,False,0
605,823072,11,297,Berlin,True,False,1
606,171256,12,456,Paris,True,True,1
607,300912,1,39,London,False,False,0
608,478418,18,648,London,False,True,1
609,653166,4,92,Amsterdam,True,True,0
610,736328,5,20,Paris,True,True,1
611,897184,10,390,Berlin,False,True,1
612,528936,15,360,Amsterdam,False,False,1
613,745861,11,319,Paris,True,False,1
614,580560,18,90,Paris,True,False,1
615,809930,3,36,Amsterdam,False,False,0
616,795776,13,637,Madrid,False,False,1
617,376272,14,378,Paris,False,False,1
618,912091,14,126,Paris,False,True,1
619,208168,13,338,Paris,True,True,1
620,585683,17,323,Paris,True,True,1
621,818997,17,85,Amsterdam,True,False,0
622,153616,16,64,London,True,True,0
623,737200,12,492,Paris,True,True,1
624,681443,19,494,Berlin,True,True,1
625,130510,6,108,Amsterdam,False,True,1
626,489453,1,11,London,True,True,1
627,774192,7,203,Paris,False,True,1
628,582925,12,276,London,True,False,1
629,340121,18,504,Berlin,True,True,1
630,483263,4,32,Berlin,True,True,1
631,311777,17,748,London,True,True,1
632,823799,4,172,London,True,True,0
633,685856,2,88,Amsterdam,False,False,1
634,995218,3,123,Madrid,False,True,0
635,313417,13,221,London,False,True,1
636,698121,7,161,Berlin,True,False,1
637,424629,2,32,Madrid,True,False,1
638,660322,1,21,Paris,False,False,0
639,173463,19,95,Berlin,True,False,1
640,592422,17,340,Paris,False,False,0
641,271929,3,57,Amsterdam,False,True,1
642,635436,14,70,Amsterdam,False,False,0
643,747174,5,195,Berlin,False,False,1
644,153341,16,544,Madrid,False,False,1
645,856320,1,33,London,False,False,1
646,188843,1,33,Paris,False,True,1
647,269243,16,128,Berlin,True,True,0
648,659396,5,45,Paris,False,False,1
649,684967,3,75,Madrid,False,False,0
650,949657,2,90,Amsterdam,True,False,1
651,702942,12,288,Amsterdam,True,True,1
652,305278,16,528,Berlin,False,False,1
653,826691,7,28,Berlin,True,True,0
654,594844,5,170,Amsterdam,False,True,1
655,689187,16,640,Amsterdam,False,False,1
656,498473,3,129,Paris,True,False,0
657,457597,1,37,Amsterdam,False,False,0
658,859554,16,368,Amsterdam,True,False,1
659,584366,3,21,London,True,True,1
660,821183,6,42,Berlin,False,True,0
661,394227,1,8,London,False,True,0
662,832057,14,154,Madrid,True,True,1
663,269165,16,160,London,False,False,0
664,123165,9,216,Madrid,False,True,0
665,272520,8,96,Berlin,False,True,1
666,667798,3,138,Paris,True,False,1
667,745430,7,329,Paris,True,True,1
668,514486,18,684,Berlin,False,True,1
669,953921,10,320,Berlin,True,False,1
670,295605,6,192,Berlin,False,True,1
671,404842,3,111,Paris,True,True,1
672,781596,7,217,Paris,True,True,0
673,374897,2,22,Paris,False,True,0
674,451330,9,351,Paris,True,False,1
675,275683,9,81,Paris,True,True,0
676,157786,4,8,Madrid,True,True,0
677,458870,12,36,Madrid,False,False,0
678,623059,17,255,Berlin,True,True,0
679,236071,15,360,Berlin,False,False,1
680,890506,15,375,Berlin,True,False,1
681,893060,14,28,Amsterdam,True,True,0
682,195877,2,64,Madrid,True,True,1
683,485451,18,648,London,True,True,1
684,309704,15,45,Amsterdam,True,False,1
685,239542,18,90,Amsterdam,False,False,1
686,533609,7,301,Madrid,True,True,1
687,901146,10,330,Paris,True,False,1
688,424325,16,384,Amsterdam,False,True,1
689,794173,7,119,Amsterdam,False,False,0
690,436151,18,738,Paris,True,True,1
691,538038,2,62,Berlin,True,False,0
692,160847,6,180,Paris,False,True,0
693,604319,15,525,Amsterdam,True,True,1
694,998203,7,336,Berlin,False,True,1
695,400454,19,741,London,False,True,1
696,507380,19,475,Berlin,False,False,1
697,218007,5,195,Berlin,False,True,1
698,330285,2,6,Madrid,False,False,0
699,977327,8,192,Berlin,False,False,1
700,169685,15,345,Berlin,True,True,0
701,560467,4,100,Paris,False,True,1
702,688948,6,288,Amsterdam,False,False,1
703,567776,12,60,Amsterdam,True,True,1
704,827750,14,42,Paris,False,True,1
705,503028,6,144,Paris,True,True,1
706,745784,8,248,Madrid,True,True,0
707,190737,15,675,Paris,True,False,1
